Uniprot Accession;Description;Gene name;IBAQ Amount in Ref2824 , fmol/ug yeast protein;Abundance Ratio: (S1) / (Ref2824);Abundance Ratio: (S2) / (Ref2824);Abundance Ratio: (S3) / (Ref2824);Abundance Ratio: (S4) / (Ref2824);Abundance Ratio: (S5) / (Ref2824);Abundance Ratio: (S6) / (Ref2824);Sequence Coverage [%];Identified Peptides;PSMs;Identified Unique Peptides;MW [kDa]
Q05027;Transcription initiation factor TFIID subunit 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF9 PE=1 SV=1;TAF9;4,19E-01;1,44;1,587;1,453;1,656;1,658;1,537;45;5;6;5;17,3
Q06604;Protein BSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BSP1 PE=1 SV=1;BSP1;1,40E-02;1,353;1,47;1,317;1,497;1,505;1,519;10;6;6;6;64,6
P38930;Casein kinase II subunit beta' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CKB2 PE=1 SV=1;CKB2;3,06E-01;0,713;0,707;0,691;0,704;0,751;0,737;19;5;6;5;29,8
Q12198;Putative cystathionine gamma-synthase YLL058W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLL058W PE=1 SV=1;;1,03E-02;3,744;3,592;3,725;5,902;6,095;6,021;7;5;6;5;64,2
P25626;54S ribosomal protein IMG1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMG1 PE=1 SV=1;IMG1;9,71E-01;0,317;0,291;0,302;0,26;0,291;0,287;33;5;6;5;19,4
P32849;DNA repair protein RAD5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD5 PE=1 SV=1;RAD5;2,19E-02;1,047;0,962;1,206;1,237;1,214;1,26;4;4;6;4;133,9
P50086;Probable 26S proteasome regulatory subunit p28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAS6 PE=1 SV=1;NAS6;8,39E-01;0,688;0,661;0,692;0,676;0,721;0,729;22;5;6;5;25,6
Q07648;D-aminoacyl-tRNA deacylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DTD1 PE=1 SV=1;DTD1;1,22E+00;0,736;0,787;0,75;0,733;0,751;0,781;29;5;6;5;16,7
Q06673;Protein ECM30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM30 PE=1 SV=1;ECM30;6,78E-02;2,488;2,276;2,384;2,166;2,086;2,257;6;6;6;6;145
P20107;Zinc/cadmium resistance protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRC1 PE=1 SV=2;ZRC1;1,83E+00;0,875;0,893;0,918;1,383;1,493;1,641;12;3;6;3;48,3
P36149;Trafficking protein particle complex subunit BET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BET3 PE=1 SV=1;BET3;1,06E+00;0,983;1,008;1,079;1,053;1,109;1,078;16;4;6;4;22,1
P38768;Protein interacting with Hsp90 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIH1 PE=1 SV=1;PIH1;5,58E-02;0,955;0,927;0,989;0,994;1,021;1,021;26;6;6;6;39,5
Q02796;Transcriptional regulatory protein LGE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LGE1 PE=1 SV=1;LGE1;;0,722;0,728;0,781;0,867;0,894;0,911;12;4;6;4;37,3
Q03010;Transcriptional regulatory protein UME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UME1 PE=1 SV=1;UME1;1,46E-02;4,775;4,573;5,335;5,296;5,23;4,766;14;5;6;5;51
P32804;Zinc-regulated transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRT1 PE=1 SV=1;ZRT1;1,01E+01;0,553;0,66;0,712;1,261;1,458;1,571;4;2;6;2;41,6
P49017;2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COQ5 PE=1 SV=1;COQ5;2,73E-01;2,962;2,748;2,897;3,006;3,069;3,027;18;4;6;4;34,7
P52920;Cytosolic Fe-S cluster assembly factor NBP35 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NBP35 PE=1 SV=1;NBP35;5,04E-02;3,51;3,542;3,527;3,421;3,554;3,484;14;4;6;4;35,2
P39548;DUP240 protein YAR028W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAR028W PE=1 SV=1;;5,17E-02;1,902;1,778;1,747;2,098;2,1;2,049;28;6;6;4;26,4
P38771;Ribosome-recycling factor, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRF1 PE=1 SV=1;RRF1;4,04E-01;0,588;0,58;0,554;0,721;0,679;0,705;24;5;6;5;26,4
P35996;54S ribosomal protein L38, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL38 PE=1 SV=1;MRPL38;1,45E+00;0,536;0,52;0,548;0,556;0,562;0,581;41;5;6;5;14,9
P18851;Guanine nucleotide-binding protein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE4 PE=1 SV=2;STE4;1,41E-01;1,109;1,11;1,077;1,2;1,192;1,21;21;6;6;6;46,6
P40098;Uncharacterized mitochondrial membrane protein FMP10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP10 PE=1 SV=1;FMP10;2,66E-02;0,518;0,48;0,532;0,483;0,517;0,51;23;6;6;6;27,7
P27895;Kinesin-like protein CIN8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIN8 PE=1 SV=3;CIN8;5,18E-02;1,092;1,127;1,171;1,355;1,362;1,315;6;6;6;6;113,2
P32773;Transcription initiation factor IIA large subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOA1 PE=1 SV=1;TOA1;;1,825;1,733;1,888;2;2,046;1,9;14;4;6;4;32,2
P11709;Nuclear fusion protein BIK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BIK1 PE=1 SV=1;BIK1;1,99E-04;0,89;0,885;0,98;1,012;1,025;1,037;18;6;6;6;51,1
P09547;SWI/SNF chromatin-remodeling complex subunit SWI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWI1 PE=1 SV=1;SWI1;1,69E-01;0,607;0,604;0,62;0,705;0,71;0,678;6;6;6;6;147,8
Q03707;Inner nuclear membrane protein SRC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRC1 PE=1 SV=2;SRC1;2,22E-01;0,63;0,628;0,637;0,618;0,636;0,629;8;6;6;6;95,4
P53309;Clathrin coat assembly protein AP180B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAP1802 PE=1 SV=1;YAP1802;9,18E-02;1,199;1,234;1,225;1,186;1,212;1,26;9;5;6;5;64,3
P47029;Arrestin-related trafficking adapter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALY2 PE=1 SV=2;ALY2;;0,49;0,531;0,5;0,529;0,537;0,526;6;6;6;6;117,1
P81449;ATP synthase subunit e, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM11 PE=1 SV=2;TIM11;;0,313;0,331;0,337;0,305;0,322;0,335;48;4;6;4;10,9
P53927;Ribosome biogenesis protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP15 PE=1 SV=1;NOP15;4,56E-01;0,511;0,513;0,471;0,649;0,662;0,656;14;3;6;3;25,4
Q00776;AP-1 complex subunit mu-1-I OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APM1 PE=1 SV=2;APM1;3,83E-02;0,822;0,818;0,849;0,78;0,857;0,908;13;5;6;5;53,8
Q12204;Probable phospholipase YOR022C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR022C PE=1 SV=1;;1,76E-02;1,239;1,189;1,292;1,25;1,316;1,29;8;5;6;5;81,7
P53038;Telomere length regulation protein TEL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEL2 PE=1 SV=1;TEL2;4,48E-02;0,598;0,511;0,611;0,536;0,573;0,579;9;6;6;6;78,6
P06777;DNA repair protein RAD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD1 PE=1 SV=1;RAD1;4,17E-01;0,346;0,347;0,364;0,346;0,356;0,361;4;6;6;6;126,3
P38913;FAD synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAD1 PE=1 SV=1;FAD1;4,02E-02;1,085;1,052;1,142;1,072;1,117;1,099;26;6;6;6;35,5
O74700;Mitochondrial import inner membrane translocase subunit TIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM9 PE=1 SV=1;TIM9;9,53E+00;0,489;0,472;0,491;0,554;0,557;0,556;41;4;6;4;10,2
P32345;Serine/threonine-protein phosphatase 4 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPH3 PE=1 SV=2;PPH3;6,02E-02;3,079;2,801;3,196;3,94;3,776;3,554;14;5;6;5;35,2
P53388;Dicarboxylic amino acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIP5 PE=1 SV=1;DIP5;1,30E+00;0,366;0,412;0,427;0,517;0,542;0,507;9;6;6;6;68,1
P40505;Transcriptional regulatory protein SDS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDS3 PE=1 SV=1;SDS3;1,53E-01;1,619;1,584;1,561;1,621;1,649;1,642;18;5;6;5;37,6
P32328;Serine/threonine-protein kinase DBF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBF20 PE=1 SV=2;DBF20;2,52E-01;1,785;2,23;1,871;2,651;2,401;2,527;8;5;6;1;65,8
P43570;GTPase-activating protein GYP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP8 PE=1 SV=1;GYP8;3,07E-02;1,347;1,364;1,476;1,407;1,328;1,355;11;5;6;5;57,6
P36151;Uncharacterized protein YKR070W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKR070W PE=1 SV=1;;2,07E-01;1,664;1,636;1,691;2,022;2,207;2,264;22;5;6;5;39,4
P38147;Serine/threonine-protein kinase CHK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHK1 PE=1 SV=1;CHK1;1,00E-01;0,566;0,555;0,56;0,589;0,61;0,572;11;5;6;4;60
P32354;Minichromosome maintenance protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCM10 PE=1 SV=2;MCM10;4,61E-03;0,79;0,791;0,799;0,794;0,806;0,866;10;6;6;6;65,8
P36040;Proteasome assembly chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADD66 PE=1 SV=1;ADD66;7,04E-01;0,589;0,592;0,575;0,542;0,539;0,546;21;5;6;5;30,7
P34756;1-phosphatidylinositol 3-phosphate 5-kinase FAB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAB1 PE=1 SV=3;FAB1;1,00E-02;1,252;1,14;1,327;1,397;1,358;1,291;2;5;6;5;257,3
Q08754;Bud site selection protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD7 PE=1 SV=1;BUD7;2,58E-02;0,705;0,651;0,779;0,713;0,687;0,734;6;5;6;5;84,8
P32611;54S ribosomal protein RML2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RML2 PE=1 SV=1;RML2;6,33E-03;0,577;0,63;0,603;0,652;0,639;0,631;15;6;6;6;43,8
P40358;DnaJ-like chaperone JEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=JEM1 PE=1 SV=3;JEM1;5,64E-03;1,867;1,879;2,014;2,249;2,294;2,29;12;6;6;6;75,1
P53137;CUE domain-containing protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUE3 PE=1 SV=1;CUE3;3,63E-02;1,307;1,238;1,309;1,431;1,539;1,505;8;5;6;5;72
Q03976;37S ribosomal protein S24, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM24 PE=1 SV=1;RSM24;2,23E-01;0,582;0,561;0,618;0,528;0,569;0,56;10;3;5;3;37,4
P33317;Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUT1 PE=1 SV=2;DUT1;1,17E+00;1,272;1,336;1,261;1,631;1,509;1,59;22;4;5;4;15,3
P33749;Zinc finger protein MSN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSN4 PE=1 SV=1;MSN4;;0,628;0,569;0,662;0,62;0,62;0,608;11;5;5;5;69,7
P00447;Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD2 PE=1 SV=1;SOD2;1,56E+00;0,236;0,296;0,273;0,262;0,289;0,3;20;5;5;5;25,8
Q04372;Type 2A phosphatase-associated protein 42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAP42 PE=1 SV=1;TAP42;3,26E-02;1,029;1,016;1,004;1,136;1,203;1,152;11;4;5;4;42,5
P22434;3',5'-cyclic-nucleotide phosphodiesterase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDE1 PE=1 SV=2;PDE1;2,36E-01;0,225;0,224;0,234;0,209;0,219;0,226;9;3;5;3;42
Q9P305;mRNA stability protein IGO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IGO2 PE=1 SV=3;IGO2;2,01E-01;1,008;0,979;1,145;1,174;1,145;1,212;26;3;5;3;14,4
Q12241;Syntaxin VAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAM3 PE=1 SV=1;VAM3;5,06E-02;0,921;0,954;0,961;1,109;1,163;1,12;21;4;5;4;32,5
P38329;Vacuolar cation-chloride cotransporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VHC1 PE=1 SV=1;VHC1;2,25E-02;0,694;0,689;0,745;0,707;0,76;0,712;5;5;5;5;123,9
P00729;Carboxypeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRC1 PE=1 SV=1;PRC1;1,06E+00;0,274;0,258;0,265;0,225;0,251;0,259;7;3;5;3;59,8
P38746;Obg-like ATPase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLF2 PE=1 SV=1;YLF2;3,10E-03;1,44;1,012;1,85;1,636;1,247;1,377;17;5;5;5;45,7
Q07458;Transcriptional regulatory protein RXT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RXT3 PE=1 SV=1;RXT3;2,42E-02;1,579;1,491;1,849;1,921;1,73;1,705;15;4;5;4;33,8
Q08986;S-adenosylmethionine permease SAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM3 PE=1 SV=1;SAM3;5,13E-01;0,694;0,779;0,782;0,127;0,102;0,131;9;4;5;4;64,3
P39715;Shuttling pre-60S factor ECM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM1 PE=1 SV=2;ECM1;3,96E-01;11,15;11,25;11,061;17,589;16,43;16,246;13;3;5;3;23,9
P38985;Signal recognition particle subunit SRP14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP14 PE=1 SV=1;SRP14;1,22E+00;0,512;0,53;0,508;0,599;0,613;0,607;40;4;5;4;16,4
P07253;Cytochrome B pre-mRNA-processing protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBP6 PE=1 SV=1;CBP6;5,70E+00;0,205;0,184;0,21;0,2;0,21;0,207;22;4;5;4;18,7
P57744;Mitochondrial import inner membrane translocase subunit TIM8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM8 PE=1 SV=1;TIM8;5,73E-01;3,137;3,145;3,023;3,528;3,751;3,169;60;4;5;4;9,8
P32579;Threonylcarbamoyl-AMP synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUA5 PE=1 SV=1;SUA5;2,25E-01;0,562;0,57;0,567;0,559;0,614;0,603;12;5;5;5;46,5
Q12033;pH-response regulator protein palA/RIM20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM20 PE=1 SV=1;RIM20;4,85E-02;0,737;0,748;0,765;0,856;0,861;0,835;7;4;5;4;75,9
P36135;Probable secreted beta-glucosidase UTH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTH1 PE=1 SV=2;UTH1;;3,497;3,325;3,652;3,943;4,174;3,905;13;4;5;4;36,9
Q08816;Uncharacterized protein YOR352W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR352W PE=1 SV=1;;6,55E-02;1,215;1,19;1,21;1,328;1,286;1,287;19;5;5;5;39,3
P25515;V-type proton ATPase subunit c OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA3 PE=1 SV=1;VMA3;;0,798;0,757;0,794;0,675;0,679;0,714;9;2;5;2;16,3
P23561;Serine/threonine-protein kinase STE11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE11 PE=1 SV=3;STE11;7,53E-03;1,393;1,361;1,587;1,555;1,591;1,526;8;5;5;5;80,7
P39904;Vacuolar protein sorting-associated protein 52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS52 PE=1 SV=2;VPS52;6,31E-02;1,022;0,999;1,112;1,21;1,089;1,13;8;5;5;5;74,3
P36147;Presequence translocated-associated motor subunit PAM17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAM17 PE=1 SV=1;PAM17;6,55E-01;0,636;0,628;0,633;0,759;0,759;0,767;20;3;5;3;22
P25357;Probable DNA-binding protein SNT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNT1 PE=1 SV=2;SNT1;9,21E-03;1,005;0,932;1,09;1,119;1,114;1,013;4;5;5;5;138,3
P40081;Putative magnesium-dependent phosphatase YER134C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YER134C PE=1 SV=1;;4,92E-01;0,805;0,787;0,765;0,739;0,874;0,846;22;4;5;4;20,4
P40478;Mitochondrial outer membrane protein porin 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POR2 PE=1 SV=1;POR2;4,09E-03;1,391;1,374;1,473;1,292;1,259;1,387;25;5;5;5;31,2
Q6Q547;H/ACA ribonucleoprotein complex subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP10 PE=1 SV=1;NOP10;1,14E+00;1,08;1,065;1,097;1,339;1,343;1,33;48;3;5;3;6,6
P53728;Peptidyl-prolyl cis-trans isomerase CYP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR8 PE=3 SV=1;CPR8;2,56E-02;4,481;5,267;5,325;7,11;7,226;6,76;19;4;5;4;34,9
P22007;Protein farnesyltransferase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAM1 PE=1 SV=2;RAM1;1,01E-01;0,745;0,75;0,736;0,797;0,768;0,831;10;4;5;4;48,2
Q04792;Glutamate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAD1 PE=1 SV=1;GAD1;1,61E-02;0,285;0,292;0,324;0,377;0,405;0,408;9;5;5;5;65,9
P25334;Peptidyl-prolyl cis-trans isomerase CPR4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPR4 PE=3 SV=1;CPR4;2,21E-03;3,405;3,212;3,136;3,434;3,815;3,795;14;4;5;4;35,8
P06844;Protein SPT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT3 PE=1 SV=1;SPT3;9,22E-02;0,886;0,463;0,584;1,065;1;0,519;19;5;5;5;38,8
P40516;Protein-lysine N-methyltransferase EFM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFM4 PE=1 SV=1;EFM4;1,42E-01;2,971;3,056;3,065;3,172;3,416;3,334;15;4;5;4;28,7
P49956;Chromosome transmission fidelity protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CTF18 PE=1 SV=1;CTF18;1,06E-01;0,989;0,962;1,021;1,22;1,111;1,153;6;5;5;5;84,3
Q03957;CTD kinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CTK1 PE=1 SV=1;CTK1;4,57E-02;0,65;0,597;0,638;0,709;0,653;0,681;10;5;5;5;60,5
P43321;Small nuclear ribonucleoprotein Sm D3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMD3 PE=1 SV=1;SMD3;;7,549;6,953;8,539;8,108;7,674;8,281;33;2;5;2;11,2
P38116;ADP-ribosylation factor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARL1 PE=1 SV=4;ARL1;5,62E-01;1,755;1,795;1,751;2,022;2,078;2,06;37;5;5;5;20,4
P25358;Elongation of fatty acids protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ELO2 PE=1 SV=1;ELO2;9,15E-01;0,781;0,869;0,824;0,951;0,902;0,97;9;3;5;3;40
P39719;Flavin carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FLC2 PE=1 SV=2;FLC2;1,28E-01;2,006;2,166;2,136;2,09;2,115;2,219;6;4;5;4;87,4
P41835;Thiamine biosynthetic bifunctional enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THI6 PE=3 SV=1;THI6;5,16E-02;0,893;0,906;0,918;0,852;0,909;0,909;14;5;5;5;58
P38071;Enoyl-[acyl-carrier-protein] reductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETR1 PE=1 SV=3;ETR1;6,66E-01;0,271;0,311;0,293;0,325;0,325;0,331;13;4;5;4;42
Q08959;Phosphatidylglycerol phospholipase C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGC1 PE=1 SV=1;PGC1;7,13E-02;0,489;0,495;0,435;0,44;0,454;0,499;21;4;5;4;37
P80667;Peroxisomal membrane protein PAS20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX13 PE=1 SV=1;PEX13;2,11E-01;0,77;0,733;0,788;0,837;0,836;0,82;11;4;5;4;42,7
P23255;Transcription initiation factor TFIID subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF2 PE=1 SV=3;TAF2;3,13E-02;0,86;0,922;0,953;1,021;1,052;1,052;3;5;5;5;161,4
P53860;Phosphatidylinositol transfer protein PDR16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDR16 PE=1 SV=1;PDR16;9,00E-01;0,135;0,131;0,135;0,103;0,119;0,116;13;5;5;5;40,7
P32453;Protein ATP11, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP11 PE=1 SV=1;ATP11;1,06E+00;0,421;0,393;0,411;0,403;0,418;0,421;12;4;5;4;36,8
P40493;25S rRNA (uridine(2634)-N(3))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMT5 PE=1 SV=1;BMT5;7,39E-02;0,618;0,641;0,652;0,809;0,82;0,791;11;4;5;4;39,4
P53202;Cullin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUL3 PE=1 SV=1;CUL3;1,25E-01;0,628;0,643;0,657;0,661;0,682;0,671;6;4;5;4;86,1
Q06451;Polyamine transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO3 PE=1 SV=1;TPO3;1,64E-02;20,341;19,752;20,059;19,109;18,583;18,278;11;5;5;5;68
Q04673;Suppressor of stem-loop protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSL1 PE=1 SV=1;SSL1;9,33E-02;1,251;1,315;1,336;1,262;1,3;1,185;14;5;5;5;52,3
Q12223;DNA repair protein RAD59 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD59 PE=1 SV=1;RAD59;1,14E-01;0,91;0,936;0,99;0,385;0,39;0,394;21;5;5;5;26,6
P40002;Transcriptional regulator MIT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIT1 PE=1 SV=1;MIT1;5,19E-02;1,396;1,32;1,513;1,647;1,528;1,546;4;3;5;3;72,5
P35718;DNA-directed RNA polymerase III subunit RPC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC25 PE=1 SV=1;RPC25;7,73E-01;2,209;2,12;2,266;2,289;2,445;2,33;23;5;5;5;24,3
P43565;Serine/threonine-protein kinase RIM15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM15 PE=1 SV=1;RIM15;8,66E-03;1,418;1,438;1,502;1,302;1,37;1,384;3;5;5;5;196,4
Q04511;Ubiquitin ligase complex F-box protein UFO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UFO1 PE=1 SV=1;UFO1;8,46E-03;1,242;1,218;1,225;1,128;1,129;1,202;8;5;5;5;76,8
P38274;Protein arginine N-methyltransferase HSL7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSL7 PE=1 SV=1;HSL7;3,71E-02;1,089;1,037;1,091;1,106;1,085;1,048;5;5;5;5;95,1
P69850;DASH complex subunit DAD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAD3 PE=1 SV=1;DAD3;1,23E-01;3,412;3,203;3,285;3,916;3,503;3,551;37;3;5;3;10,8
P38829;MIP18 family protein YHR122W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR122W PE=1 SV=1;;4,57E-01;0,577;0,585;0,606;0,55;0,563;0,591;23;4;5;4;25,7
P53111;NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1;ARI1;4,40E-01;1,64;1,676;1,74;1,762;1,829;1,765;14;4;5;3;38,1
Q12052;Trimethylguanosine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TGS1 PE=1 SV=1;TGS1;1,03E-02;1,312;1,39;1,405;1,601;1,42;1,463;13;4;5;4;36,5
P36062;Vacuolar amino acid transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT3 PE=1 SV=1;AVT3;1,66E-01;0,594;0,59;0,621;0,64;0,626;0,641;7;4;5;4;75,4
P04037;Cytochrome c oxidase subunit 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX4 PE=1 SV=1;COX4;2,53E-02;0,797;0,902;0,952;0,83;0,947;0,942;37;4;5;4;17,1
P33204;Actin-related protein 2/3 complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC19 PE=1 SV=2;ARC19;5,12E-01;2,815;2,863;3,034;3,22;3,077;3,163;16;2;5;2;19,9
